Data,dir,FB,IForest,Average KNN,LOF,OCSVM,PCA
180,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0181.csv,0.635,0.778,0.712,0.5209,0.788,0.7968
181,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0182.csv,0.6171,0.805,0.7284,0.5855,0.7773,0.6071
182,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0183.csv,0.6376,0.8248,0.7286,0.5696,0.7603,0.6214
183,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0184.csv,0.5919,0.8235,0.7337,0.5768,0.7753,0.8086
184,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0185.csv,0.6351,0.7996,0.7164,0.6037,0.7805,0.8273
185,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0186.csv,0.5624,0.7471,0.6904,0.5149,0.7561,0.6389
186,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0187.csv,0.6397,0.8658,0.7434,0.6023,0.7944,0.8148
187,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0188.csv,0.6261,0.8515,0.7281,0.5668,0.7872,0.6323
188,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0189.csv,0.6342,0.8105,0.7101,0.5693,0.787,0.8163
189,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0190.csv,0.5589,0.862,0.6909,0.5487,0.7817,0.6363
190,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0191.csv,0.5512,0.7491,0.7096,0.5512,0.752,0.8084
191,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0192.csv,0.6112,0.7902,0.7356,0.5415,0.8,0.6621
192,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0193.csv,0.6525,0.811,0.7114,0.5873,0.7659,0.6315
193,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0194.csv,0.6255,0.8331,0.7251,0.5583,0.7586,0.8083
194,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0195.csv,0.6228,0.8359,0.7387,0.5834,0.7862,0.8217
195,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0196.csv,0.6074,0.8106,0.7144,0.5492,0.7956,0.825
196,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0197.csv,0.5729,0.7599,0.7114,0.5407,0.7607,0.7985
197,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0198.csv,0.5982,0.7435,0.7065,0.5693,0.7494,0.6128
198,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0199.csv,0.5954,0.8258,0.735,0.5621,0.7524,0.8116
199,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0200.csv,0.6114,0.8752,0.7469,0.5795,0.8213,0.6674
200,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0201.csv,0.4489,0.6451,0.8121,0.4573,0.5513,0.5005
201,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0202.csv,0.4581,0.5899,0.8029,0.4859,0.5267,0.5212
202,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0203.csv,0.5469,0.5228,0.7817,0.4919,0.5313,0.4698
203,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0204.csv,0.5035,0.56,0.8105,0.5069,0.5142,0.463
204,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0205.csv,0.4794,0.6541,0.8241,0.4914,0.5089,0.4575
205,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0206.csv,0.4863,0.5659,0.7759,0.499,0.5249,0.4801
206,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0207.csv,0.4667,0.5832,0.7746,0.4744,0.5182,0.5379
207,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0208.csv,0.4413,0.6408,0.7867,0.4769,0.5541,0.5076
208,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0209.csv,0.4793,0.5752,0.7922,0.5024,0.5474,0.4721
209,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0210.csv,0.4571,0.5976,0.8258,0.495,0.5467,0.2947
210,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0211.csv,0.497,0.5499,0.7904,0.4895,0.5251,0.4879
211,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0212.csv,0.4853,0.5697,0.7939,0.4581,0.5411,0.4883
212,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0213.csv,0.5151,0.5889,0.8046,0.5253,0.5094,0.4755
213,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0214.csv,0.4787,0.5836,0.7996,0.5111,0.5361,0.4959
214,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0215.csv,0.4001,0.5926,0.7495,0.4271,0.5211,0.4666
215,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0216.csv,0.5009,0.5665,0.7823,0.5046,0.5395,0.5149
216,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0217.csv,0.4757,0.5891,0.8013,0.484,0.5255,0.4485
217,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0218.csv,0.5104,0.5822,0.8028,0.5084,0.5346,0.5104
218,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0219.csv,0.3956,0.5634,0.7705,0.4352,0.5302,0.5192
219,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0220.csv,0.4815,0.5949,0.8,0.4839,0.5199,0.4657
220,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0221.csv,0.6335,0.7647,0.7132,0.5979,0.7609,0.7858
221,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0222.csv,0.6842,0.8374,0.7319,0.6357,0.806,0.8205
222,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0223.csv,0.6103,0.7863,0.7056,0.563,0.765,0.62
223,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0224.csv,0.6341,0.8192,0.6975,0.5467,0.7736,0.8215
224,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0225.csv,0.6208,0.8138,0.7227,0.5621,0.7566,0.6415
225,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0226.csv,0.6079,0.8278,0.7188,0.5575,0.794,0.6196
226,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0227.csv,0.6106,0.836,0.739,0.5753,0.7977,0.8179
227,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0228.csv,0.6001,0.7671,0.7331,0.5577,0.7809,0.8203
228,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0229.csv,0.6176,0.8348,0.707,0.5705,0.775,0.8243
229,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0230.csv,0.6205,0.8387,0.7498,0.5586,0.7779,0.6381
230,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0231.csv,0.6207,0.8218,0.7316,0.5794,0.7708,0.8218
231,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0232.csv,0.5996,0.8034,0.7217,0.5362,0.7712,0.8172
232,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0233.csv,0.594,0.7636,0.7028,0.5584,0.7617,0.6191
233,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0234.csv,0.5656,0.8197,0.6936,0.5408,0.7588,0.8068
234,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0235.csv,0.6023,0.7253,0.7169,0.5638,0.7667,0.6324
235,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0236.csv,0.6271,0.7933,0.7155,0.5623,0.7746,0.6114
236,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0237.csv,0.6457,0.8159,0.7144,0.5725,0.7857,0.6434
237,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0238.csv,0.6338,0.838,0.722,0.5731,0.8016,0.8231
238,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0239.csv,0.5512,0.7938,0.6858,0.5487,0.7678,0.6214
239,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0240.csv,0.6214,0.7943,0.7112,0.599,0.7735,0.6121
240,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0241.csv,0.5944,0.9533,0.9757,0.5863,0.9556,0.7809
241,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0242.csv,0.5964,0.9646,0.9826,0.6023,0.9612,0.7776
242,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0243.csv,0.5868,0.9707,0.9777,0.5775,0.9626,0.7715
243,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0244.csv,0.6123,0.9576,0.9762,0.5801,0.9608,0.7764
244,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0245.csv,0.5864,0.971,0.9766,0.586,0.9667,0.7988
245,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0246.csv,0.628,0.9654,0.977,0.5407,0.9644,0.7936
246,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0247.csv,0.6262,0.9636,0.9773,0.5665,0.9674,0.78
247,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0248.csv,0.5972,0.9595,0.9776,0.5647,0.9613,0.8027
248,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0249.csv,0.5949,0.9624,0.9784,0.5781,0.9658,0.7981
249,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0250.csv,0.6114,0.963,0.9792,0.6005,0.9642,0.7718
250,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0251.csv,0.5915,0.9672,0.987,0.5785,0.9685,0.8142
251,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0252.csv,0.5618,0.968,0.9732,0.5666,0.9624,0.8003
252,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0253.csv,0.593,0.9486,0.9734,0.5727,0.9568,0.7699
253,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0254.csv,0.6175,0.9626,0.9768,0.5802,0.9605,0.7768
254,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0255.csv,0.6083,0.9573,0.9817,0.583,0.9656,0.7988
255,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0256.csv,0.5968,0.9576,0.9842,0.527,0.9711,0.7841
256,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0257.csv,0.615,0.9586,0.9799,0.5592,0.9629,0.789
257,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0258.csv,0.6023,0.9673,0.9803,0.5978,0.9672,0.7871
258,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0259.csv,0.627,0.9639,0.9784,0.5608,0.9555,0.7895
259,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0260.csv,0.5952,0.9594,0.9822,0.5421,0.9644,0.7854
260,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0261.csv,0.5448,0.8617,0.9526,0.5727,0.8269,0.5134
261,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0262.csv,0.5406,0.8574,0.9435,0.5376,0.8108,0.5267
262,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0263.csv,0.5413,0.8807,0.9592,0.5746,0.8436,0.56
263,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0264.csv,0.5656,0.8158,0.9567,0.5795,0.797,0.5292
264,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0265.csv,0.5669,0.8674,0.952,0.5686,0.8126,0.5403
265,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0266.csv,0.5683,0.8269,0.9403,0.5722,0.7982,0.5143
266,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0267.csv,0.5519,0.8567,0.9493,0.58,0.8163,0.5343
267,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0268.csv,0.5351,0.8752,0.9501,0.5458,0.8363,0.5306
268,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0269.csv,0.5843,0.8535,0.9537,0.6114,0.8383,0.5538
269,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0270.csv,0.624,0.8604,0.9548,0.558,0.8279,0.5165
270,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0271.csv,0.5854,0.8561,0.9538,0.597,0.8223,0.5301
271,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0272.csv,0.6457,0.8471,0.9487,0.5807,0.7978,0.5246
272,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0273.csv,0.5678,0.8411,0.9431,0.5968,0.82,0.5357
273,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0274.csv,0.5555,0.8728,0.952,0.5507,0.838,0.5578
274,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0275.csv,0.5631,0.8716,0.9533,0.5586,0.7993,0.5013
275,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0276.csv,0.5542,0.8715,0.9463,0.5709,0.8307,0.5302
276,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0277.csv,0.5429,0.8716,0.9496,0.5678,0.8407,0.5565
277,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0278.csv,0.57,0.8353,0.9437,0.5645,0.7983,0.5211
278,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0279.csv,0.5514,0.8413,0.9488,0.5832,0.8281,0.5574
279,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0280.csv,0.5336,0.8282,0.9374,0.5653,0.7977,0.5087
280,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0281.csv,0.5999,0.9636,0.9749,0.5828,0.9555,0.7842
281,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0282.csv,0.5985,0.9637,0.9794,0.5345,0.9602,0.7957
282,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0283.csv,0.6424,0.9657,0.9741,0.5602,0.9593,0.7911
283,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0284.csv,0.6146,0.9598,0.9802,0.5811,0.9589,0.7851
284,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0285.csv,0.6161,0.958,0.9748,0.547,0.9639,0.8039
285,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0286.csv,0.5818,0.969,0.9811,0.5283,0.9663,0.7887
286,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0287.csv,0.643,0.9585,0.9825,0.5774,0.9654,0.7832
287,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0288.csv,0.6018,0.9648,0.9753,0.5929,0.9596,0.8137
288,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0289.csv,0.5864,0.9704,0.9798,0.575,0.9686,0.8056
289,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0290.csv,0.6071,0.9628,0.9769,0.601,0.9594,0.7809
290,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0291.csv,0.586,0.958,0.9744,0.556,0.9547,0.7731
291,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0292.csv,0.5629,0.9614,0.9803,0.5718,0.9629,0.7797
292,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0293.csv,0.5739,0.9634,0.9793,0.5355,0.9646,0.7894
293,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0294.csv,0.5626,0.9702,0.9772,0.5647,0.9691,0.7961
294,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0295.csv,0.6121,0.9474,0.9794,0.6178,0.9546,0.7867
295,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0296.csv,0.6384,0.9643,0.9822,0.5806,0.9672,0.7809
296,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0297.csv,0.6191,0.9626,0.9823,0.5583,0.9606,0.7732
297,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0298.csv,0.6214,0.962,0.9787,0.5851,0.9641,0.7963
298,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0299.csv,0.6333,0.9609,0.9778,0.5703,0.9605,0.7607
299,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0300.csv,0.61,0.9637,0.9775,0.55,0.9668,0.7781
300,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0301.csv,0,0,0,0,0,0
301,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0302.csv,0.4839,0.0857,0.0265,0.5669,0.0851,0.3136
302,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0303.csv,0.8224,0.1205,0.0179,0.619,0.0988,0.4469
303,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0304.csv,0.3668,0.1373,0.0149,0.2243,0.1212,0.4316
304,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0305.csv,0.4489,0.1117,0.0159,0.3737,0.0918,0.3846
305,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0306.csv,0.3838,0.1263,0.0196,0.3057,0.1129,0.3338
306,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0307.csv,0.0133,0.1492,0.0221,0.1613,0.1184,0.2439
307,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0308.csv,0,0,0,0,0,0
308,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0309.csv,0.4977,0.1117,0.014,0.5561,0.0986,0.5565
309,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0310.csv,0.4566,0.0894,0.0117,0.3601,0.0817,0.3094
310,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0311.csv,0.4418,0.0851,0.0143,0.4063,0.0839,0.4383
311,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0312.csv,0.7674,0.1025,0.0246,0.6394,0.0725,0.3089
312,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0313.csv,0,0,0,0,0,0
313,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0314.csv,0.3285,0.1396,0.0834,0.3835,0.133,0.9504
314,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0315.csv,0.2865,0.0738,0.0163,0.1752,0.068,0.1455
315,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0316.csv,0,0,0,0,0,0
316,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0317.csv,0.371,0.1234,0.0071,0.1842,0.1088,0.5085
317,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0318.csv,0.0654,0.065,0.0138,0.549,0.0775,0.1772
318,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0319.csv,0.4502,0.1009,0.0119,0.3257,0.0776,0.2873
319,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0320.csv,0.248,0.1,0.0133,0.1321,0.0984,0.4744
320,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0321.csv,0.2264,0.0787,0.027,0.1786,0.0845,0.246
321,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0322.csv,0.2455,0.0788,0.0233,0.1488,0.0592,0.1305
322,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0323.csv,0.3247,0.0946,0.0038,0.2576,0.0884,0.4681
323,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0324.csv,0.255,0.0947,0.0115,0.0934,0.0817,0.285
324,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0325.csv,0.3681,0.0913,0.0088,0.1905,0.1,0.4885
325,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0326.csv,0.2564,0.1075,0.0118,0.1675,0.0938,0.3336
326,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0327.csv,0.3845,0.0805,0.0148,0.0907,0.0644,0.1701
327,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0328.csv,0.0183,0.0838,0.0088,0.4273,0.0913,0.4956
328,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0329.csv,0.2755,0.0717,0.0133,0.0596,0.0459,0.7328
329,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0330.csv,0.2272,0.0317,0.0079,0.0213,0.0229,0.316
330,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0331.csv,0.3916,0.0671,0.0425,0.652,0.0475,0.1364
331,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0332.csv,0.4262,0.089,0.01,0.4965,0.0742,0.2765
332,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0333.csv,0.2676,0.1139,0.0203,0.324,0.1206,0.5115
333,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0334.csv,0.2265,0.1008,0.0225,0.1055,0.0852,0.1364
334,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0335.csv,0.1779,0.0652,0.0242,0.3383,0.058,0.1833
335,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0336.csv,0.4327,0.0867,0.0054,0.3101,0.0696,0.1496
336,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0337.csv,0.2667,0.1161,0.0208,0.1866,0.1059,0.3627
337,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0338.csv,0.2877,0.0763,0.0163,0.2481,0.0525,0.1341
338,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0339.csv,0.1612,0.0732,0.0215,0.079,0.0678,0.0492
339,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0340.csv,0,0,0,0,0,0
340,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0341.csv,0.509,0.1155,0.0575,0.3752,0.1025,0.5736
341,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0342.csv,0.2807,0.1416,0.0092,0.1312,0.0995,0.5031
342,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0343.csv,0.6615,0.1113,0.0563,0.6549,0.088,0.3072
343,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0344.csv,0.847,0.1113,0.0713,0.8033,0.095,0.3501
344,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0345.csv,0.3912,0.0872,0.0186,0.3966,0.079,0.2198
345,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0346.csv,0.5446,0.1055,0.0236,0.5459,0.093,0.3461
346,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0347.csv,0.4973,0.0996,0.0096,0.138,0.0867,0.4881
